time,T0,T1,T2,T3,TC
2020-07-02 12:20:05,,,,,65.66
2020-07-02 12:20:05,,,,,65.66
2020-07-02 12:20:05,,,,,65.66
2020-07-02 12:20:21,,,,,65.84
2020-07-02 12:20:21,,,,,65.84
2020-07-02 12:20:21,,,,,65.84
2020-07-02 12:20:27,,72.7,,,
2020-07-02 12:20:37,,,,,65.84
2020-07-02 12:20:37,,,,,65.84
2020-07-02 12:20:37,,,,,65.84
2020-07-02 12:20:51,73.94,,,,
2020-07-02 12:20:53,,,,74.5,
2020-07-02 12:20:54,,,,,65.84
2020-07-02 12:20:54,,,,,65.84
2020-07-02 12:20:54,,,,,65.84
2020-07-02 12:20:58,,,73.8,,
2020-07-02 12:21:10,,,,,65.84
2020-07-02 12:21:10,,,,,65.84
2020-07-02 12:21:10,,,,,65.84
2020-07-02 12:21:20,,72.5,,,
2020-07-02 12:21:26,,,,,65.84
2020-07-02 12:21:26,,,,,65.84
2020-07-02 12:21:26,,,,,65.84
2020-07-02 12:21:41,73.94,,,,
2020-07-02 12:21:43,,,,,65.84
2020-07-02 12:21:43,,,,,65.84
2020-07-02 12:21:43,,,,,65.84
2020-07-02 12:21:52,,,,74.5,
2020-07-02 12:21:55,,,73.8,,
2020-07-02 12:21:59,,,,,65.84
2020-07-02 12:21:59,,,,,65.84
2020-07-02 12:21:59,,,,,65.84
2020-07-02 12:22:13,,72.2,,,
2020-07-02 12:22:16,,,,,65.84
2020-07-02 12:22:16,,,,,65.84
2020-07-02 12:22:16,,,,,65.84
2020-07-02 12:22:31,73.94,,,,
2020-07-02 12:22:32,,,,,65.66
2020-07-02 12:22:32,,,,,65.66
2020-07-02 12:22:32,,,,,65.66
2020-07-02 12:22:48,,,,,65.66
2020-07-02 12:22:48,,,,,65.66
2020-07-02 12:22:48,,,,,65.66
2020-07-02 12:22:51,,,,74.5,
2020-07-02 12:22:52,,,73.8,,
2020-07-02 12:23:05,,,,,65.66
2020-07-02 12:23:05,,,,,65.66
2020-07-02 12:23:05,,,,,65.66
2020-07-02 12:23:06,,72.1,,,
2020-07-02 12:23:21,73.94,,,,
2020-07-02 12:23:37,,,,,65.66
2020-07-02 12:23:37,,,,,65.66
2020-07-02 12:23:37,,,,,65.66
2020-07-02 12:23:50,,,,74.5,
2020-07-02 12:23:54,,,,,65.66
2020-07-02 12:23:54,,,,,65.66
2020-07-02 12:23:54,,,,,65.66
2020-07-02 12:23:59,,72.0,,,
2020-07-02 12:24:10,,,,,65.66
2020-07-02 12:24:10,,,,,65.66
2020-07-02 12:24:10,,,,,65.66
2020-07-02 12:24:11,73.94,,,,
2020-07-02 12:24:27,,,,,65.66
2020-07-02 12:24:27,,,,,65.66
2020-07-02 12:24:27,,,,,65.66
2020-07-02 12:24:43,,,,,65.66
2020-07-02 12:24:43,,,,,65.66
2020-07-02 12:24:43,,,,,65.66
2020-07-02 12:24:46,,,73.8,,
2020-07-02 12:24:49,,,,74.5,
2020-07-02 12:24:52,,71.9,,,
2020-07-02 12:24:59,,,,,65.66
2020-07-02 12:24:59,,,,,65.66
2020-07-02 12:24:59,,,,,65.66
2020-07-02 12:25:01,73.94,,,,
2020-07-02 12:25:16,,,,,65.66
2020-07-02 12:25:16,,,,,65.66
2020-07-02 12:25:16,,,,,65.66
2020-07-02 12:25:32,,,,,65.66
2020-07-02 12:25:32,,,,,65.66
2020-07-02 12:25:32,,,,,65.66
2020-07-02 12:25:43,,,73.8,,
2020-07-02 12:25:45,,71.8,,,
2020-07-02 12:25:48,,,,74.5,
2020-07-02 12:25:48,,,,,65.66
2020-07-02 12:25:48,,,,,65.66
2020-07-02 12:25:48,,,,,65.66
2020-07-02 12:25:51,73.75999999999999,,,,
2020-07-02 12:25:54,,,,,
2020-07-02 12:26:05,,,,,65.66
2020-07-02 12:26:05,,,,,65.66
2020-07-02 12:26:05,,,,,65.66
2020-07-02 12:26:21,,,,,65.66
2020-07-02 12:26:21,,,,,65.66
2020-07-02 12:26:21,,,,,65.66
2020-07-02 12:26:38,,,,,65.84
2020-07-02 12:26:38,,,,,65.84
2020-07-02 12:26:38,,,,,65.84
2020-07-02 12:26:38,,71.8,,,
2020-07-02 12:26:40,,,73.8,,
2020-07-02 12:26:41,73.75999999999999,,,,
2020-07-02 12:26:47,,,,74.5,
2020-07-02 12:26:54,,,,,65.84
2020-07-02 12:26:54,,,,,65.84
2020-07-02 12:26:54,,,,,65.84
2020-07-02 12:27:10,,,,,65.84
2020-07-02 12:27:10,,,,,65.84
2020-07-02 12:27:10,,,,,65.84
2020-07-02 12:27:27,,,,,65.84
